true_cfg_scale,cfg_enabled,measured_runs,wall_mean_s,wall_median_s,wall_std_s,wall_min_s,wall_max_s,stage_0_mean_s,stage_0_median_s,queue_mean_ms,peak_memory_max_mb,latency_ratio_vs_cfg1,latency_increase_percent
1.0,False,5,64.10841160540004,64.11465083300027,0.2703526739951279,63.71559908400013,64.46409603499978,64.03656702041626,64.04247188568115,0.24547300017729867,58886.0,1.0,0.0
2.0,True,5,127.57021044859994,127.73793139499958,0.28278593256817086,127.12630724499923,127.78393189100007,127.49906840324402,127.66739106178284,0.18355259999225382,58886.0,1.989913760986933,98.99137609869331
4.0,True,5,127.45833525539983,127.41142138600026,0.3115687106011841,127.05903608100016,127.84857117699994,127.38782887458801,127.34022307395935,0.18989500003954163,58886.0,1.9881686671622925,98.81686671622924
6.0,True,5,127.63406128620008,127.56937974700031,0.16047976341106066,127.48096992000046,127.83534073400006,127.56778903007508,127.50368738174438,0.2263268001115648,58886.0,1.990909743198958,99.09097431989579
