server_mode,concurrency,seed_start,seed_end,completed_requests,benchmark_wall_s,throughput_images_per_s,latency_mean_s,latency_median_s,latency_p90_s,latency_p95_s,latency_max_s,queue_mean_ms,queue_p95_ms,stage_0_mean_s,peak_memory_max_mb
request_batch,1,42,65,24,634.2230940059999,0.037841573772419194,26.41898471337481,26.397146160000375,26.693898550000085,26.742470678000245,26.76823996299936,0.2021087917304006,0.34575800054881256,26.34980110327403,58886.0
request_batch,2,42,65,24,639.3822692360009,0.0375362301314324,52.168861348374925,52.692789664000884,53.053963918999216,59.59485812499952,59.61007239099854,0.402304041623817,0.9463530004722998,52.08563549319903,64302.0
request_batch,4,42,65,24,680.5001040869993,0.03526817976346951,109.7851179056667,113.21852412850058,115.5348683129996,115.5412871339995,115.54886128499857,0.8115374165906056,2.3077620007825317,109.57127210497856,75086.0
request_batch,8,42,65,24,688.9520405639996,0.03483551624341338,211.7888195251669,229.2298491875008,231.48281467199922,231.51624860800075,231.65642143600053,0.41140941675621434,0.9772180001164088,211.2999524573485,95112.0
